UserID,avg_login_attempts,std_login_attempts,avg_transaction_count,std_transaction_count,avg_transaction_velocity,std_transaction_velocity,preferred_transaction_type,preferred_location,preferred_hour,unique_locations,unique_ip_subnets,transaction_frequency,fraud_history,fraud_rate,anomaly_score,is_anomalous
USER_1045,1.3333333333333333,0.5773502691896257,3.6666666666666665,2.886751345948129,0.7915806557116648,0.43494983724845226,2.0,3.0,11.0,2.0,2.0,3.0,0.0,0.0,0.07570073261038163,0
USER_1046,1.8571428571428572,0.8997354108424372,5.142857142857143,2.9113897843110044,0.6103470313324327,0.3315334233624576,1.0,2.0,11.0,5.0,5.0,7.0,0.0,0.0,0.01592697797236009,0
USER_1049,2.0,0.816496580927726,4.0,1.8257418583505538,0.5098312611229724,0.34567440395556154,2.0,4.0,4.0,3.0,4.0,4.0,0.0,0.0,0.0963222241437045,0
USER_1050,2.3333333333333335,1.1547005383792515,8.0,1.0,0.9797450395949975,0.2508791465746645,0.0,2.0,1.0,3.0,3.0,3.0,0.0,0.0,0.12108089234996455,0
USER_1056,1.3333333333333333,0.5773502691896257,6.666666666666667,2.516611478423583,0.5252929326663559,0.27904448347160143,0.0,1.0,1.0,3.0,3.0,3.0,0.0,0.0,0.12342937775552465,0
USER_1057,1.75,0.5,6.75,1.5,0.8118679329079217,0.5079234404134108,1.0,9.0,5.0,3.0,4.0,4.0,0.0,0.0,0.08799287304937037,0
USER_1058,2.25,0.9574271077563381,5.5,4.123105625617661,0.6886394133371867,0.5763993738470349,2.0,2.0,10.0,4.0,3.0,4.0,0.0,0.0,0.1154041659276861,0
USER_1059,1.8571428571428572,0.8997354108424372,4.428571428571429,2.5071326821120348,0.7959314194940724,0.4371420275288511,1.0,5.0,16.0,6.0,4.0,7.0,0.0,0.0,-0.0060774201481386125,1
USER_1062,2.25,0.9574271077563381,6.25,2.6299556396765835,0.8870628137222176,0.25317507071468487,1.0,7.0,20.0,3.0,4.0,4.0,0.0,0.0,0.08031671008961011,0
USER_1068,2.75,0.5,7.0,1.632993161855452,0.9122195305645762,0.40678847249675415,2.0,1.0,19.0,3.0,3.0,4.0,0.0,0.0,0.08369642015474266,0
USER_1070,1.6666666666666667,0.5163977794943223,4.833333333333333,2.136976056643281,0.5829761534388495,0.26018801672567066,1.0,7.0,0.0,5.0,5.0,6.0,0.0,0.0,-0.0008289790705630073,1
USER_1071,2.1666666666666665,0.983192080250175,5.166666666666667,3.188521078284832,0.9975756271831231,0.5086423775770944,0.0,6.0,1.0,5.0,4.0,6.0,0.0,0.0,0.050089207918268486,0
USER_1073,2.5714285714285716,0.5345224838248487,7.0,3.0550504633038935,0.6862830651859936,0.41353337689799036,1.0,4.0,1.0,6.0,5.0,7.0,0.0,0.0,-0.02468329781793699,1
USER_1077,2.3333333333333335,1.1547005383792515,4.333333333333333,4.041451884327381,1.1404539667517624,0.270798812140444,0.0,0.0,6.0,3.0,3.0,3.0,0.0,0.0,0.13376049965066988,0
USER_1085,2.25,0.9574271077563381,3.5,4.358898943540674,0.6960417317710542,0.4188642476913776,1.0,0.0,12.0,4.0,3.0,4.0,0.0,0.0,0.1055447987326475,0
USER_1086,2.0,1.4142135623730951,7.5,4.358898943540674,1.0127421979287319,0.7092617663129245,0.0,7.0,2.0,3.0,3.0,4.0,1.0,0.25,0.10321196307975539,0
USER_1096,2.0,0.816496580927726,3.25,2.6299556396765835,0.5901849575269594,0.4011509689757699,0.0,2.0,0.0,4.0,4.0,4.0,0.0,0.0,0.1062619306382887,0
USER_1097,1.75,0.9574271077563381,6.5,2.3804761428476167,0.9347252868531775,0.1510528134036822,0.0,3.0,2.0,4.0,3.0,4.0,0.0,0.0,0.13089040894066006,0
USER_1098,4.333333333333333,2.309401076758503,8.0,7.211102550927978,1.8372289787288345,2.27600785158461,0.0,2.0,9.0,3.0,3.0,3.0,1.0,0.3333333333333333,-0.05602227859733455,1
USER_1100,1.25,0.5,3.5,2.3804761428476167,0.6585023635886118,0.31670003074951014,2.0,5.0,13.0,4.0,4.0,4.0,0.0,0.0,0.04316903676452827,0
USER_1101,1.3333333333333333,0.5773502691896257,5.666666666666667,2.0816659994661326,0.7812418772348991,0.35283665793530183,1.0,2.0,4.0,3.0,2.0,3.0,0.0,0.0,0.12761000667015582,0
USER_1104,1.75,0.5,4.75,2.0615528128088303,0.8564217428098594,0.40076005667363923,0.0,0.0,0.0,4.0,3.0,4.0,0.0,0.0,0.1296132435600722,0
USER_1107,2.25,0.9574271077563381,8.75,1.2583057392117916,0.9464907918969054,0.7063302535029242,2.0,0.0,0.0,3.0,2.0,4.0,1.0,0.25,0.06952309416476493,0
USER_1110,2.0,1.0,5.666666666666667,1.5275252316519465,0.7334309234055723,0.5729275742630994,2.0,4.0,18.0,3.0,2.0,3.0,0.0,0.0,0.06883123946211389,0
USER_1111,2.0,1.0,8.0,4.358898943540674,1.759348175721791,2.2227082807463345,1.0,9.0,10.0,2.0,2.0,3.0,1.0,0.3333333333333333,-0.05046087373352304,1
USER_1112,1.6666666666666667,0.5773502691896257,5.333333333333333,4.509249752822894,0.680087111576105,0.08554370303798227,0.0,2.0,5.0,2.0,2.0,3.0,0.0,0.0,0.10443085366717347,0
USER_1115,2.0,1.0,3.6666666666666665,1.5275252316519465,0.2571261572331225,0.08066007395095011,0.0,2.0,1.0,3.0,2.0,3.0,0.0,0.0,0.08947227710977412,0
USER_1117,2.0,1.0,6.333333333333333,5.773502691896258,0.9222428149030817,0.6199094678870943,0.0,4.0,1.0,3.0,3.0,3.0,1.0,0.3333333333333333,0.1138022953124308,0
USER_1118,2.5,1.0,1.75,0.9574271077563381,0.5281781770175727,0.5437440138011619,1.0,1.0,6.0,4.0,4.0,4.0,0.0,0.0,0.05553775622367957,0
USER_1120,1.75,0.5,6.25,2.753785273643051,1.1313491864006227,0.29832085282912146,0.0,0.0,16.0,4.0,3.0,4.0,0.0,0.0,0.10570565872017296,0
USER_1121,1.3333333333333333,0.5773502691896257,5.666666666666667,2.0816659994661326,0.6053587491962112,0.4493523423060035,2.0,0.0,6.0,3.0,3.0,3.0,0.0,0.0,0.11209183094699599,0
USER_1122,1.3333333333333333,0.5773502691896257,7.333333333333333,2.516611478423583,0.9970039241094276,0.6338771907668743,1.0,0.0,5.0,3.0,3.0,3.0,0.0,0.0,0.11722537638460706,0
USER_1127,1.8333333333333333,0.983192080250175,7.833333333333333,3.4302575219167823,1.0194665791425421,0.9775748704558095,0.0,9.0,0.0,5.0,4.0,6.0,1.0,0.16666666666666666,-0.011775234374691301,1
USER_1128,2.0,1.0,5.0,2.0,0.8178858285522154,0.28434094647335545,0.0,1.0,4.0,3.0,2.0,3.0,0.0,0.0,0.14637229097198806,0
USER_1129,2.5,1.0,5.25,2.6299556396765835,0.8913725489771431,0.4071537362831404,0.0,4.0,3.0,4.0,3.0,4.0,0.0,0.0,0.13552493104332058,0
USER_1135,2.0,1.0,6.0,2.6457513110645907,0.9540019903430244,0.42049612644447787,2.0,6.0,5.0,2.0,2.0,3.0,0.0,0.0,0.09737444506635407,0
USER_1137,1.25,0.5,5.75,3.095695936834452,0.7574853400925412,0.3019379738949594,1.0,1.0,0.0,3.0,4.0,4.0,0.0,0.0,0.11037888431229675,0
USER_1138,2.6666666666666665,0.5773502691896258,8.666666666666666,7.023769168568492,1.2973722831697998,0.8549343560995171,0.0,1.0,8.0,3.0,3.0,3.0,1.0,0.3333333333333333,0.06022367244036242,0
USER_1142,2.4,0.8944271909999159,3.2,2.588435821108957,0.7973414979114214,0.5395914100530664,0.0,0.0,9.0,5.0,3.0,5.0,0.0,0.0,0.07559447360157723,0
USER_1144,3.0,0.816496580927726,8.75,2.217355782608345,0.9263705946190985,0.5693871033112724,2.0,4.0,3.0,3.0,3.0,4.0,1.0,0.25,0.09375796746648052,0
USER_1146,2.3333333333333335,1.1547005383792515,7.333333333333333,3.7859388972001824,0.8309377925507281,0.5145635270454125,2.0,9.0,10.0,2.0,2.0,3.0,0.0,0.0,0.05200986376149985,0
USER_1151,2.0,0.0,6.0,3.605551275463989,0.5328809195878246,0.4078274704911524,1.0,1.0,6.0,3.0,3.0,3.0,0.0,0.0,0.12109175144284884,0
USER_1152,2.0,0.7071067811865476,3.4,2.0736441353327724,0.8663133264260203,0.4081430156189211,1.0,0.0,2.0,4.0,4.0,5.0,0.0,0.0,0.10259861215438032,0
USER_1155,1.6666666666666667,1.1547005383792517,2.6666666666666665,1.1547005383792515,0.6877287860154423,0.058084436489436723,1.0,3.0,11.0,2.0,2.0,3.0,0.0,0.0,0.053977320217567404,0
USER_1157,1.4,0.5477225575051661,6.4,3.7815340802378077,0.6593967240460173,0.458443310789731,0.0,6.0,0.0,4.0,2.0,5.0,0.0,0.0,0.06644779670160772,0
USER_1160,1.6666666666666667,0.5773502691896257,4.333333333333333,4.932882862316247,0.729525702878003,0.5181492077295325,0.0,4.0,11.0,3.0,3.0,3.0,0.0,0.0,0.10915736528049724,0
USER_1165,2.3333333333333335,1.1547005383792515,4.666666666666667,3.214550253664318,1.1185027749862138,0.2418351289351287,0.0,3.0,2.0,3.0,3.0,3.0,0.0,0.0,0.1431355066757295,0
USER_1166,2.3333333333333335,1.1547005383792515,6.666666666666667,4.041451884327381,0.8132181861136374,0.3525559209107414,2.0,0.0,9.0,3.0,3.0,3.0,0.0,0.0,0.11856848440096163,0
USER_1169,2.2,0.8366600265340756,6.6,2.3021728866442674,0.7859757394202932,0.37273146050885453,0.0,1.0,4.0,5.0,3.0,5.0,0.0,0.0,0.10508413419806689,0
USER_1171,2.25,0.9574271077563381,5.25,2.753785273643051,0.9061564237116188,0.5944881929909538,0.0,6.0,13.0,3.0,3.0,4.0,0.0,0.0,0.11240947867561013,0
USER_1172,2.6666666666666665,0.5773502691896258,4.333333333333333,2.0816659994661326,0.33527784899200846,0.19072715700375792,0.0,2.0,9.0,3.0,2.0,3.0,0.0,0.0,0.10077995143526519,0
USER_1173,1.6666666666666667,0.5773502691896257,7.0,2.6457513110645907,1.1417547722397627,0.4346280827050458,2.0,3.0,4.0,2.0,3.0,3.0,0.0,0.0,0.10234876438320434,0
USER_1174,2.75,0.5,4.5,2.3804761428476167,0.8476034166940226,0.5129051769713322,2.0,1.0,3.0,4.0,2.0,4.0,0.0,0.0,0.090551793496915,0
USER_1180,2.3333333333333335,1.1547005383792515,3.6666666666666665,2.081665999466133,0.8318176629085671,0.49607193067391014,0.0,7.0,17.0,3.0,3.0,3.0,0.0,0.0,0.08292224758527156,0
USER_1181,2.0,0.0,7.75,2.6299556396765835,0.5573576751009742,0.3271065862573663,2.0,8.0,5.0,3.0,4.0,4.0,0.0,0.0,0.05040770247746712,0
USER_1184,1.8,0.8366600265340756,4.2,3.7013511046643495,0.62530907787194,0.40892414382310344,0.0,1.0,5.0,5.0,4.0,5.0,0.0,0.0,0.09113793696386241,0
USER_1188,2.4,0.5477225575051661,3.8,3.420526275297414,0.9761912122427393,0.4977205055346591,2.0,7.0,1.0,4.0,5.0,5.0,0.0,0.0,0.019241290916001907,0
USER_1193,2.0,0.7071067811865476,3.8,2.7748873851023217,0.6288916282371562,0.4436471073293363,1.0,1.0,0.0,5.0,4.0,5.0,0.0,0.0,0.06596718131203289,0
USER_1194,1.3333333333333333,0.5773502691896257,2.6666666666666665,0.5773502691896258,0.7583895876333968,0.5600954692716442,0.0,1.0,4.0,3.0,2.0,3.0,0.0,0.0,0.0718349461822228,0
USER_1198,1.5,0.5773502691896257,7.0,3.8297084310253524,0.7188539659735527,0.38086585352345137,0.0,0.0,3.0,4.0,4.0,4.0,0.0,0.0,0.10950606567273596,0
USER_1201,2.0,1.0,6.0,3.605551275463989,1.1629652829280954,0.2694015743994535,2.0,0.0,7.0,3.0,3.0,3.0,0.0,0.0,0.12487147500035567,0
USER_1203,3.3333333333333335,3.2145502536643185,6.666666666666667,5.686240703077327,1.4911008836202442,1.648698109636674,1.0,1.0,8.0,3.0,2.0,3.0,1.0,0.3333333333333333,-0.01149478180905017,1
USER_1204,2.6666666666666665,0.5773502691896258,6.333333333333333,4.725815626252609,1.3354931229291367,0.199887829122231,2.0,3.0,1.0,3.0,3.0,3.0,0.0,0.0,0.09856885340614852,0
USER_1205,2.3333333333333335,1.1547005383792515,5.333333333333333,4.163331998932266,0.7533095579932695,0.4991963963089764,1.0,0.0,8.0,3.0,3.0,3.0,0.0,0.0,0.13820259976027766,0
USER_1206,2.5,0.5773502691896257,6.25,4.112987559751022,0.48421577898069945,0.3786554838586514,0.0,0.0,3.0,4.0,4.0,4.0,0.0,0.0,0.09561626577003329,0
USER_1207,2.3333333333333335,0.816496580927726,3.0,1.7888543819998317,0.5650334293540317,0.38120591729947806,2.0,4.0,13.0,4.0,4.0,6.0,0.0,0.0,0.02793996869388371,0
USER_1213,2.0,1.0,4.333333333333333,4.932882862316247,0.7477559823976326,0.4901436849006558,0.0,1.0,1.0,3.0,3.0,3.0,0.0,0.0,0.13945023139597018,0
USER_1217,2.75,0.5,8.0,4.320493798938574,1.3891612188573506,1.7102775993861838,1.0,6.0,9.0,3.0,3.0,4.0,1.0,0.25,0.024817437943094545,0
USER_1218,2.5,2.0,6.25,5.599744892148468,1.1969891241563047,1.19435402176574,1.0,4.0,3.0,6.0,6.0,8.0,1.0,0.125,-0.09089984113421634,1
USER_1221,1.0,0.0,5.5,3.696845502136472,0.4705765443158049,0.27242087083984506,0.0,0.0,2.0,4.0,4.0,4.0,0.0,0.0,0.050487919636930056,0
USER_1229,2.75,0.5,5.75,2.362907813126304,1.1239465498179544,0.23035082813583677,2.0,8.0,10.0,3.0,3.0,4.0,0.0,0.0,0.07654077568744955,0
USER_1230,2.3333333333333335,0.5773502691896258,4.333333333333333,2.8867513459481287,0.93623322748034,0.41414767727516316,0.0,9.0,6.0,2.0,2.0,3.0,0.0,0.0,0.08416788245870566,0
USER_1231,2.6666666666666665,0.5773502691896258,4.666666666666667,1.1547005383792517,0.985914336265202,0.30695376860930734,0.0,1.0,4.0,3.0,1.0,3.0,0.0,0.0,0.07622732399833809,0
USER_1234,1.75,0.9574271077563381,7.25,2.217355782608345,1.0802330104876883,0.3497421006046981,2.0,1.0,20.0,3.0,3.0,4.0,0.0,0.0,0.08648670137285985,0
USER_1238,1.75,0.9574271077563381,6.0,1.632993161855452,1.1098706647216257,0.40248246763379025,1.0,9.0,1.0,3.0,3.0,4.0,0.0,0.0,0.09484723723488431,0
USER_1242,2.5,0.5773502691896257,3.75,4.272001872658765,1.0544549931541907,0.2336892326299491,2.0,0.0,11.0,4.0,4.0,4.0,0.0,0.0,0.06485088024984087,0
USER_1243,2.3333333333333335,1.1547005383792515,4.333333333333333,0.5773502691896258,0.7713031742690006,0.23428155812285717,0.0,5.0,8.0,2.0,3.0,3.0,0.0,0.0,0.10398881275695504,0
USER_1244,1.6666666666666667,0.5773502691896257,6.333333333333333,3.7859388972001824,0.558729889048535,0.31826835149642185,1.0,1.0,4.0,3.0,2.0,3.0,0.0,0.0,0.1271870322080571,0
USER_1248,2.0,0.816496580927726,8.25,2.8722813232690143,0.9554177931371306,0.2458516320112408,1.0,2.0,4.0,3.0,3.0,4.0,0.0,0.0,0.1363705646600884,0
USER_1249,3.4,2.701851217221259,6.0,4.898979485566356,0.9455540536239233,0.8353545848121525,0.0,2.0,8.0,4.0,4.0,5.0,1.0,0.2,0.023741504721894846,0
USER_1259,1.6666666666666667,0.5773502691896257,6.0,4.58257569495584,0.8006627019450555,0.3372498031352261,2.0,9.0,1.0,2.0,3.0,3.0,0.0,0.0,0.05492617969215391,0
USER_1260,2.6666666666666665,0.5773502691896258,3.6666666666666665,3.055050463303893,0.7956620908467302,0.1877683474945112,0.0,4.0,4.0,3.0,3.0,3.0,0.0,0.0,0.13446746670236215,0
USER_1263,2.6,0.5477225575051661,4.6,3.646916505762094,0.9462246995784284,0.5398136095122671,2.0,6.0,0.0,4.0,5.0,5.0,0.0,0.0,0.020279573699037767,0
USER_1265,1.8,0.8366600265340756,4.2,3.5637059362410923,0.881066679767704,0.38221400290859675,1.0,0.0,0.0,5.0,3.0,5.0,0.0,0.0,0.07753648474992458,0
USER_1268,1.0,0.0,4.0,3.605551275463989,0.8273542650499285,0.5372071471791007,2.0,6.0,0.0,2.0,2.0,3.0,0.0,0.0,0.030615026197081785,0
USER_1269,2.0,1.0,5.333333333333333,4.041451884327381,0.8172393820713362,0.5809378176904118,0.0,0.0,1.0,3.0,3.0,3.0,0.0,0.0,0.14758504992345267,0
USER_1270,2.3333333333333335,0.5773502691896258,7.666666666666667,3.214550253664318,1.055571050662919,0.29882224242950856,1.0,1.0,5.0,3.0,3.0,3.0,0.0,0.0,0.14114409844554077,0
USER_1272,3.75,2.217355782608345,6.0,2.943920288775949,1.5159158916177413,2.201055382865547,0.0,2.0,7.0,4.0,3.0,4.0,1.0,0.25,-0.020338555987915674,1
USER_1273,2.6666666666666665,0.5773502691896258,11.666666666666666,5.507570547286102,2.2548743971062115,1.9331076474868378,0.0,1.0,7.0,3.0,2.0,3.0,1.0,0.3333333333333333,-0.04379857147520716,1
USER_1274,3.6666666666666665,3.785938897200183,7.333333333333333,3.055050463303893,2.038433232841628,2.4468225447833567,1.0,0.0,0.0,3.0,3.0,3.0,1.0,0.3333333333333333,-0.0783736593197234,1
USER_1277,2.5,1.0,6.0,2.943920288775949,0.6900260947405538,0.5387478241295953,0.0,3.0,12.0,4.0,3.0,4.0,0.0,0.0,0.12338460704324034,0
USER_1279,2.4,0.8944271909999159,3.2,1.7888543819998317,0.6386941116805769,0.39329954648516363,0.0,1.0,2.0,5.0,4.0,5.0,0.0,0.0,0.05598090159479158,0
USER_1280,2.6666666666666665,0.5773502691896258,6.0,4.358898943540674,0.799762210164671,0.5314128100441354,2.0,7.0,3.0,2.0,2.0,3.0,0.0,0.0,0.06194984882443777,0
USER_1282,3.5,3.0,8.5,5.972157622389639,0.7308989366153681,0.4781231982075174,2.0,4.0,3.0,3.0,3.0,4.0,1.0,0.25,0.01187999147349661,0
USER_1284,2.3333333333333335,0.5773502691896258,5.333333333333333,4.041451884327381,1.0725631921632497,0.6062176163321117,1.0,4.0,5.0,3.0,3.0,3.0,0.0,0.0,0.12809002320744212,0
USER_1285,2.3333333333333335,1.1547005383792515,8.0,2.6457513110645907,0.9720369947133625,0.255789296074832,0.0,1.0,17.0,3.0,2.0,3.0,0.0,0.0,0.09789286579982082,0
USER_1286,4.0,2.0,6.5,1.7320508075688772,0.5820665531643258,0.3851914576662016,2.0,9.0,3.0,3.0,4.0,4.0,1.0,0.25,0.013259064329188108,0
USER_1289,3.0,1.0,9.0,6.0,2.17446428708366,1.787735881309288,0.0,2.0,7.0,3.0,3.0,3.0,1.0,0.3333333333333333,-0.006280729828390341,1
USER_1291,3.3333333333333335,2.5166114784235836,11.0,5.5677643628300215,1.5816088079507222,0.6341182379128474,0.0,1.0,2.0,3.0,2.0,3.0,1.0,0.3333333333333333,0.002143783459593096,0
USER_1293,2.5,0.8366600265340756,5.666666666666667,2.503331114069145,0.521139645243474,0.2360939719475346,1.0,9.0,0.0,5.0,3.0,6.0,0.0,0.0,-0.011421823298411349,1
USER_1295,1.5,1.0,5.5,3.3166247903554,0.6876739223984983,0.2974377397316945,1.0,8.0,22.0,3.0,2.0,4.0,0.0,0.0,0.03113179788934206,0
USER_1308,1.6666666666666667,1.1547005383792517,3.0,1.0,0.48239627147226205,0.47298805165018004,2.0,4.0,1.0,3.0,3.0,3.0,0.0,0.0,0.07125617783972726,0
USER_1311,2.25,0.9574271077563381,5.5,3.3166247903554,0.8696726525440517,0.3472788727723507,1.0,3.0,3.0,4.0,3.0,4.0,0.0,0.0,0.1453192176151425,0
USER_1313,3.5,3.1091263510296048,7.0,2.8284271247461903,1.6307425122046015,1.5089285808949515,1.0,1.0,5.0,2.0,3.0,4.0,1.0,0.25,-0.009710871060015003,1
USER_1317,2.0,1.0,5.0,3.605551275463989,1.0301702014279643,0.3076498291372975,1.0,1.0,11.0,3.0,2.0,3.0,0.0,0.0,0.13102205037895737,0
USER_1323,1.75,0.5,6.25,2.217355782608345,0.7472675379768002,0.3491450986828282,2.0,7.0,19.0,3.0,4.0,4.0,0.0,0.0,0.07230305011292221,0
USER_1327,2.0,1.0,7.333333333333333,3.055050463303893,0.6651134000021368,0.38775914395070404,0.0,5.0,8.0,2.0,3.0,3.0,0.0,0.0,0.122535560969189,0
USER_1332,1.8333333333333333,0.752772652709081,5.833333333333333,2.9944392908634274,1.0844142330388349,0.41354294152066984,1.0,4.0,1.0,5.0,4.0,6.0,0.0,0.0,0.05789637471301884,0
USER_1338,1.3333333333333333,0.5773502691896257,4.333333333333333,3.055050463303893,0.39127984582624437,0.3505991022191376,0.0,1.0,2.0,3.0,3.0,3.0,0.0,0.0,0.11297959021328563,0
USER_1339,1.6,0.8944271909999159,6.8,2.7748873851023217,0.9131841769766951,0.3308919675756465,0.0,2.0,11.0,5.0,5.0,5.0,0.0,0.0,0.045646381127508684,0
USER_1340,2.25,0.9574271077563381,2.75,2.362907813126304,0.9954135347615114,0.2918168779436399,0.0,0.0,3.0,4.0,2.0,4.0,0.0,0.0,0.08573644725477386,0
USER_1341,1.5,0.5773502691896257,5.25,4.031128874149275,0.7881077926549491,0.5766311467108736,0.0,3.0,0.0,3.0,3.0,4.0,0.0,0.0,0.12935159597930151,0
USER_1344,2.25,0.9574271077563381,4.0,2.160246899469287,0.9291859311499319,0.18663244386425912,2.0,2.0,10.0,4.0,3.0,4.0,0.0,0.0,0.1088291845731923,0
USER_1346,2.75,1.2583057392117916,4.75,6.849574196011505,1.3852544275076661,1.0515682414304934,0.0,7.0,9.0,3.0,3.0,4.0,1.0,0.25,0.02749401283786468,0
USER_1348,1.25,0.5,3.25,3.2015621187164243,0.656785547692519,0.3169030393274019,1.0,7.0,7.0,3.0,3.0,4.0,0.0,0.0,0.08272430534878183,0
USER_1350,2.3333333333333335,0.5773502691896258,4.333333333333333,3.5118845842842465,0.9925418775895368,0.48241100310319257,1.0,6.0,6.0,2.0,2.0,3.0,0.0,0.0,0.10000197288440144,0
USER_1351,2.1666666666666665,0.983192080250175,6.5,2.8809720581775866,0.9005771241841257,0.39167610322807994,2.0,1.0,21.0,5.0,4.0,6.0,0.0,0.0,0.012753126823813243,0
USER_1352,2.0,0.0,6.25,4.349329450233296,0.6304642396981783,0.3573697845065523,2.0,0.0,18.0,2.0,3.0,4.0,0.0,0.0,0.050480465881376,0
USER_1354,3.0,2.6076809620810595,6.5,5.683308895353129,1.0609271229912678,0.9446902409313132,0.0,2.0,11.0,5.0,5.0,6.0,1.0,0.16666666666666666,-0.040837343509894986,1
USER_1357,2.0,0.816496580927726,6.25,2.0615528128088303,0.7547385872489439,0.3912564512078463,0.0,1.0,4.0,4.0,4.0,4.0,0.0,0.0,0.14183091064997383,0
USER_1358,2.0,1.0,4.333333333333333,2.516611478423583,0.9100188497675553,0.2163486386874979,2.0,6.0,14.0,3.0,2.0,3.0,0.0,0.0,0.09005684588098511,0
USER_1359,2.3333333333333335,0.5773502691896258,4.0,4.358898943540674,0.9551797645105041,0.28594411011387977,2.0,1.0,16.0,3.0,3.0,3.0,0.0,0.0,0.08522949466386825,0
USER_1366,2.25,0.9574271077563381,7.0,2.70801280154532,0.7383317772456753,0.38542337464454085,1.0,2.0,1.0,4.0,4.0,4.0,0.0,0.0,0.1302087550786683,0
USER_1372,2.25,0.9574271077563381,7.0,2.449489742783178,0.4741502132186679,0.2642334812431601,0.0,9.0,1.0,2.0,3.0,4.0,0.0,0.0,0.07683233601926887,0
USER_1379,1.6666666666666667,1.1547005383792517,4.666666666666667,2.8867513459481287,0.7757334281930177,0.5065530846685823,0.0,0.0,11.0,3.0,3.0,3.0,0.0,0.0,0.13777197193506147,0
USER_1381,3.0,0.0,3.6666666666666665,2.3094010767585034,0.8344681357086481,0.501363779495192,2.0,2.0,0.0,3.0,3.0,3.0,0.0,0.0,0.08911638788107124,0
USER_1382,1.25,0.5,4.25,3.947573094109004,0.8854927240361476,0.5196320870443352,0.0,2.0,14.0,2.0,3.0,4.0,0.0,0.0,0.07525266984290746,0
USER_1386,2.25,0.9574271077563381,4.75,2.9860788111948193,0.8086852611900166,0.5358105846193234,2.0,9.0,12.0,3.0,3.0,4.0,0.0,0.0,0.07375586546935026,0
USER_1388,1.75,0.9574271077563381,5.5,3.3166247903554,0.775480491273139,0.6010938236945821,0.0,2.0,23.0,4.0,3.0,4.0,0.0,0.0,0.08056114227396732,0
USER_1390,2.0,0.0,6.333333333333333,3.214550253664318,0.3982736633332001,0.32194379378708293,1.0,9.0,16.0,2.0,3.0,3.0,0.0,0.0,0.029548394314070192,0
