userId,transactionId,transactionType,loginAttempts,transactionCount,transactionVelocity,location,timestamp,lastTransactionTime,lastTransaction,utility,ipAddress,fraud
USER_5973,TXN_000027,Debit Card,2,6,0.7277938001807462,Kolkata,2025-08-08T05:59:19.611877,41,Shopping,Payment,192.168.228.161,0
USER_5493,TXN_000028,Credit Card,6,15,3.423348045712466,Bangalore,2025-08-08T05:59:19.611877,17,Shopping,Payment,192.168.128.33,1
USER_9050,TXN_000029,Debit Card,1,6,0.441585500730717,Kolkata,2025-08-08T05:59:19.611877,8,Shopping,Payment,192.168.27.27,0
USER_5893,TXN_000030,Credit Card,2,1,0.37334018291726223,Kolkata,2025-08-08T05:59:19.611877,19,Shopping,Payment,192.168.4.35,0
USER_8679,TXN_000031,Credit Card,2,5,1.3368916311727626,Chennai,2025-08-08T05:59:19.611877,41,Shopping,Payment,192.168.37.24,0
USER_1301,TXN_000032,Credit Card,1,3,1.472464217202464,Chennai,2025-08-08T05:59:19.611877,21,Shopping,Payment,192.168.160.215,0
USER_4394,TXN_000033,Debit Card,1,6,1.0744417153449621,Delhi,2025-08-08T05:59:19.611877,32,Shopping,Payment,192.168.175.86,0
USER_8806,TXN_000034,UPI,2,2,0.5515710699340407,Mumbai,2025-08-08T05:59:19.611877,9,Shopping,Payment,192.168.43.246,0
USER_6596,TXN_000035,Debit Card,1,3,0.45868972103224126,Kolkata,2025-08-08T05:59:19.611877,7,Shopping,Payment,192.168.57.36,0
USER_3368,TXN_000036,Debit Card,2,3,0.5731932195921501,Chennai,2025-08-08T05:59:19.611877,34,Shopping,Payment,192.168.66.32,0
USER_1853,TXN_000037,UPI,1,6,0.927166564796615,Mumbai,2025-08-08T05:59:19.615686,42,Shopping,Payment,192.168.70.15,0
USER_3491,TXN_000038,Credit Card,1,8,1.1779909743380552,Chennai,2025-08-08T05:59:19.615686,44,Shopping,Payment,192.168.5.103,0
USER_1876,TXN_000039,Debit Card,1,3,0.992401862097489,Chennai,2025-08-08T05:59:19.615686,16,Shopping,Payment,192.168.13.114,0
USER_2693,TXN_000040,UPI,1,8,0.4791651517669039,Chennai,2025-08-08T05:59:19.615686,26,Shopping,Payment,192.168.229.218,0
USER_3838,TXN_000041,UPI,1,5,0.18147103371182105,Delhi,2025-08-08T05:59:19.615686,1,Shopping,Payment,192.168.239.34,0
USER_6237,TXN_000042,Credit Card,2,5,0.9935788313806905,Kolkata,2025-08-08T05:59:19.616503,39,Shopping,Payment,192.168.192.191,0
USER_8004,TXN_000043,UPI,1,3,1.1609845546501167,Mumbai,2025-08-08T05:59:19.616503,29,Shopping,Payment,192.168.206.220,0
USER_3141,TXN_000044,Debit Card,6,12,2.6337822308929635,Delhi,2025-08-08T05:59:19.616721,26,Shopping,Payment,192.168.176.85,1
USER_8421,TXN_000045,Debit Card,1,7,0.1672824938758472,Kolkata,2025-08-08T05:59:19.616721,36,Shopping,Payment,192.168.34.180,0
USER_7905,TXN_000046,UPI,2,1,0.8551284277600875,Kolkata,2025-08-08T05:59:19.616721,4,Shopping,Payment,192.168.16.24,0
USER_7303,TXN_000047,UPI,2,8,1.0480356793361745,Bangalore,2025-08-08T05:59:19.616721,33,Shopping,Payment,192.168.161.189,0
USER_6732,TXN_000048,UPI,1,1,1.0120786806009032,Bangalore,2025-08-08T05:59:19.616721,44,Shopping,Payment,192.168.29.141,0
USER_4373,TXN_000049,Debit Card,1,3,0.9655554380730499,Mumbai,2025-08-08T05:59:19.616721,26,Shopping,Payment,192.168.8.93,0
USER_1417,TXN_000050,UPI,1,7,0.26543075867031873,Kolkata,2025-08-08T05:59:19.616721,45,Shopping,Payment,192.168.75.157,0
USER_1728,TXN_000051,Credit Card,7,16,2.965873474616393,Kolkata,2025-08-08T05:59:19.616721,9,Shopping,Payment,192.168.152.192,1
USER_2122,TXN_000052,Debit Card,1,7,0.9127616172814738,Kolkata,2025-08-08T05:59:19.616721,12,Shopping,Payment,192.168.113.183,0
USER_3914,TXN_000053,Credit Card,2,1,0.8480584629427887,Chennai,2025-08-08T05:59:19.616721,25,Shopping,Payment,192.168.86.141,0
USER_1395,TXN_000054,Credit Card,1,3,0.22780134750058698,Chennai,2025-08-08T05:59:19.616721,14,Shopping,Payment,192.168.223.128,0
USER_6486,TXN_000055,Credit Card,1,3,0.9434172962615665,Chennai,2025-08-08T05:59:19.617730,21,Shopping,Payment,192.168.228.53,0
USER_2062,TXN_000056,Credit Card,1,7,1.4943037388424607,Delhi,2025-08-08T05:59:19.617730,5,Shopping,Payment,192.168.163.215,0
USER_9010,TXN_000057,Debit Card,1,9,1.166114884404461,Chennai,2025-08-08T05:59:19.617730,17,Shopping,Payment,192.168.253.230,0
USER_2191,TXN_000058,Debit Card,1,2,1.3486556722874874,Delhi,2025-08-08T05:59:19.617730,5,Shopping,Payment,192.168.29.165,0
USER_2365,TXN_000059,Credit Card,1,7,1.4804014893520192,Chennai,2025-08-08T05:59:19.617730,36,Shopping,Payment,192.168.70.252,0
USER_7588,TXN_000060,Debit Card,1,3,0.25567647522861187,Bangalore,2025-08-08T05:59:19.617730,45,Shopping,Payment,192.168.141.242,0
USER_7619,TXN_000061,Credit Card,1,9,1.1418963197206171,Bangalore,2025-08-08T05:59:19.617730,13,Shopping,Payment,192.168.92.190,0
USER_2531,TXN_000062,Credit Card,1,8,0.8397181698160928,Kolkata,2025-08-08T05:59:19.617730,6,Shopping,Payment,192.168.58.44,0
USER_7316,TXN_000063,Credit Card,1,5,0.16076109661744187,Kolkata,2025-08-08T05:59:19.617730,11,Shopping,Payment,192.168.252.229,0
USER_7190,TXN_000064,Credit Card,1,1,0.9785813121176887,Bangalore,2025-08-08T05:59:19.617730,16,Shopping,Payment,192.168.215.185,0
USER_2353,TXN_000065,Debit Card,2,8,0.9681856369221513,Delhi,2025-08-08T05:59:19.617730,28,Shopping,Payment,192.168.164.90,0
USER_8483,TXN_000066,Debit Card,2,5,1.4641527307326332,Bangalore,2025-08-08T05:59:19.617730,17,Shopping,Payment,192.168.201.161,0
USER_3779,TXN_000067,Credit Card,1,3,1.2515521400924365,Delhi,2025-08-08T05:59:19.619261,5,Shopping,Payment,192.168.47.153,0
USER_3871,TXN_000068,Debit Card,2,5,0.13691376429615282,Mumbai,2025-08-08T05:59:19.619261,1,Shopping,Payment,192.168.146.224,0
USER_8449,TXN_000069,UPI,1,6,1.2608299089891202,Mumbai,2025-08-08T05:59:19.619261,13,Shopping,Payment,192.168.161.98,0
USER_9702,TXN_000070,Credit Card,7,14,4.3912506931477395,Mumbai,2025-08-08T05:59:19.619261,5,Shopping,Payment,192.168.95.133,1
USER_2460,TXN_000071,UPI,1,5,1.4226720218353992,Delhi,2025-08-08T05:59:19.619261,19,Shopping,Payment,192.168.145.85,0
USER_6997,TXN_000072,Credit Card,1,4,0.42009992770484783,Mumbai,2025-08-08T05:59:19.619261,40,Shopping,Payment,192.168.32.34,0
USER_8239,TXN_000073,UPI,2,2,0.7666949755046197,Bangalore,2025-08-08T05:59:19.619261,12,Shopping,Payment,192.168.193.54,0
USER_8901,TXN_000074,UPI,1,1,0.287621319830897,Kolkata,2025-08-08T05:59:19.619261,21,Shopping,Payment,192.168.142.66,0
USER_7881,TXN_000075,Debit Card,2,2,0.9913020502711956,Bangalore,2025-08-08T05:59:19.619261,34,Shopping,Payment,192.168.52.249,0
USER_6115,TXN_000076,Debit Card,1,3,1.0766986200908486,Kolkata,2025-08-08T05:59:19.620307,4,Shopping,Payment,192.168.138.184,0
USER_3832,TXN_000077,Credit Card,2,6,0.7896653315900174,Kolkata,2025-08-08T05:59:19.620307,43,Shopping,Payment,192.168.43.240,0
USER_7254,TXN_000078,Credit Card,1,7,0.9186725483288151,Bangalore,2025-08-08T05:59:19.620307,16,Shopping,Payment,192.168.8.132,0
USER_9472,TXN_000079,UPI,2,3,0.8213304768098951,Delhi,2025-08-08T05:59:19.620307,19,Shopping,Payment,192.168.21.5,0
USER_5777,TXN_000080,Credit Card,2,5,0.868201432890372,Kolkata,2025-08-08T05:59:19.620307,41,Shopping,Payment,192.168.12.90,0
USER_8240,TXN_000081,Debit Card,1,9,1.0628986039345163,Bangalore,2025-08-08T05:59:19.620307,17,Shopping,Payment,192.168.26.36,0
USER_2276,TXN_000082,UPI,1,8,0.7783321792674298,Delhi,2025-08-08T05:59:19.620307,28,Shopping,Payment,192.168.215.78,0
USER_1364,TXN_000083,Debit Card,2,8,0.2863637000224696,Bangalore,2025-08-08T05:59:19.620307,47,Shopping,Payment,192.168.151.238,0
USER_2531,TXN_000084,Credit Card,2,6,0.8456641730370323,Mumbai,2025-08-08T05:59:19.620307,37,Shopping,Payment,192.168.28.202,0
USER_2296,TXN_000085,UPI,2,9,1.3467381930358528,Chennai,2025-08-08T05:59:19.620307,25,Shopping,Payment,192.168.68.138,0
USER_7371,TXN_000086,UPI,2,2,0.8808391723306123,Mumbai,2025-08-08T05:59:19.620307,44,Shopping,Payment,192.168.83.42,0
USER_3739,TXN_000087,Debit Card,2,2,0.44209441765051627,Bangalore,2025-08-08T05:59:19.620307,45,Shopping,Payment,192.168.198.229,0
USER_2460,TXN_000088,Debit Card,1,6,0.6114995475436806,Chennai,2025-08-08T05:59:19.620307,30,Shopping,Payment,192.168.75.190,0
USER_4735,TXN_000089,UPI,1,7,0.17228966902431797,Kolkata,2025-08-08T05:59:19.620307,36,Shopping,Payment,192.168.152.223,0
USER_9659,TXN_000090,UPI,2,6,1.4650940281231994,Bangalore,2025-08-08T05:59:19.620307,2,Shopping,Payment,192.168.79.203,0
USER_7316,TXN_000091,Credit Card,2,6,1.0953334703714475,Chennai,2025-08-08T05:59:19.620307,33,Shopping,Payment,192.168.20.113,0
USER_3048,TXN_000092,Debit Card,2,6,0.9137335099916571,Bangalore,2025-08-08T05:59:19.620307,36,Shopping,Payment,192.168.77.235,0
USER_1009,TXN_000093,Credit Card,1,2,0.5512953829646121,Delhi,2025-08-08T05:59:19.620307,20,Shopping,Payment,192.168.65.63,0
USER_3832,TXN_000094,Credit Card,1,8,0.948542633478174,Bangalore,2025-08-08T05:59:19.620307,30,Shopping,Payment,192.168.95.49,0
USER_1235,TXN_000095,Debit Card,2,5,1.123214465285102,Mumbai,2025-08-08T05:59:19.620307,34,Shopping,Payment,192.168.76.227,0
USER_6415,TXN_000096,Debit Card,2,8,1.2591172420484886,Kolkata,2025-08-08T05:59:19.620307,14,Shopping,Payment,192.168.60.30,0
USER_3898,TXN_000097,UPI,2,4,0.5426752152150924,Delhi,2025-08-08T05:59:19.620307,25,Shopping,Payment,192.168.146.40,0
USER_7943,TXN_000098,UPI,1,6,0.8556934866804862,Mumbai,2025-08-08T05:59:19.620307,25,Shopping,Payment,192.168.145.225,0
USER_5033,TXN_000099,Debit Card,1,8,0.42063554729471486,Bangalore,2025-08-08T05:59:19.620307,6,Shopping,Payment,192.168.134.67,0
USER_9135,TXN_000100,Debit Card,2,4,1.2116352649784143,Kolkata,2025-08-08T05:59:19.620307,33,Shopping,Payment,192.168.244.222,0
USER_1419,TXN_000101,Credit Card,2,9,0.5364108949137675,Kolkata,2025-08-08T05:59:19.620307,27,Shopping,Payment,192.168.183.33,0
USER_3645,TXN_000102,Debit Card,4,12,4.445445365427872,Mumbai,2025-08-08T05:59:19.620307,38,Shopping,Payment,192.168.141.159,1
USER_7359,TXN_000103,UPI,1,8,0.3098843982882833,Chennai,2025-08-08T05:59:19.620307,12,Shopping,Payment,192.168.173.130,0
USER_3674,TXN_000104,UPI,6,11,3.722805836298285,Bangalore,2025-08-08T05:59:19.620307,5,Shopping,Payment,192.168.148.11,1
USER_7166,TXN_000105,UPI,2,8,0.8082441504382523,Mumbai,2025-08-08T05:59:19.620307,33,Shopping,Payment,192.168.111.104,0
USER_4531,TXN_000106,Credit Card,2,5,1.090134088038758,Delhi,2025-08-08T05:59:19.620307,28,Shopping,Payment,192.168.31.122,0
USER_5146,TXN_000107,Credit Card,2,8,1.2766154847725921,Bangalore,2025-08-08T05:59:19.620307,23,Shopping,Payment,192.168.1.46,0
USER_4417,TXN_000108,Debit Card,2,6,1.272487104603489,Mumbai,2025-08-08T05:59:19.620307,40,Shopping,Payment,192.168.143.149,0
USER_9393,TXN_000109,Credit Card,1,9,0.25997422007796284,Chennai,2025-08-08T05:59:19.620307,25,Shopping,Payment,192.168.90.75,0
USER_9070,TXN_000110,Debit Card,1,2,1.3858366149150216,Bangalore,2025-08-08T05:59:19.620307,44,Shopping,Payment,192.168.251.179,0
USER_2990,TXN_000111,Debit Card,1,8,0.5360624395858603,Kolkata,2025-08-08T05:59:19.620307,43,Shopping,Payment,192.168.150.154,0
USER_6588,TXN_000112,Credit Card,3,11,2.5654504460765586,Chennai,2025-08-08T05:59:19.620307,22,Shopping,Payment,192.168.220.63,1
USER_7704,TXN_000113,UPI,1,7,0.6975044674714491,Bangalore,2025-08-08T05:59:19.620307,32,Shopping,Payment,192.168.158.29,0
USER_9477,TXN_000114,UPI,2,1,1.185738663373015,Delhi,2025-08-08T05:59:19.620307,2,Shopping,Payment,192.168.246.220,0
USER_6797,TXN_000115,UPI,1,4,0.35469938269337953,Kolkata,2025-08-08T05:59:19.620307,39,Shopping,Payment,192.168.131.32,0
USER_7305,TXN_000116,Credit Card,1,7,0.3186136363126665,Delhi,2025-08-08T05:59:19.620307,7,Shopping,Payment,192.168.93.8,0
USER_6954,TXN_000117,UPI,5,15,0.9684886189305824,Kolkata,2025-08-08T05:59:19.620307,3,Shopping,Payment,192.168.51.97,1
USER_8970,TXN_000118,Debit Card,2,8,1.2295902085476205,Chennai,2025-08-08T05:59:19.620307,37,Shopping,Payment,192.168.182.213,0
USER_1822,TXN_000119,Debit Card,1,7,1.1302664584744033,Kolkata,2025-08-08T05:59:19.620307,19,Shopping,Payment,192.168.112.125,0
USER_2308,TXN_000120,Debit Card,2,1,1.2444209864338174,Chennai,2025-08-08T05:59:19.620307,11,Shopping,Payment,192.168.234.130,0
USER_5491,TXN_000121,Credit Card,1,6,1.1833683324818765,Mumbai,2025-08-08T05:59:19.620307,34,Shopping,Payment,192.168.53.172,0
USER_2387,TXN_000122,Credit Card,2,8,1.4795142371384287,Mumbai,2025-08-08T05:59:19.620307,17,Shopping,Payment,192.168.14.9,0
USER_9428,TXN_000123,Credit Card,1,9,0.2950985037019538,Bangalore,2025-08-08T05:59:19.620307,46,Shopping,Payment,192.168.4.154,0
USER_9996,TXN_000124,UPI,2,2,0.8415263501171134,Delhi,2025-08-08T05:59:19.620307,36,Shopping,Payment,192.168.41.166,0
USER_6796,TXN_000125,Credit Card,2,7,0.2492102221801441,Kolkata,2025-08-08T05:59:19.620307,27,Shopping,Payment,192.168.57.31,0
USER_5263,TXN_000126,Debit Card,2,9,0.7919833901935799,Delhi,2025-08-08T05:59:19.620307,45,Shopping,Payment,192.168.145.154,0
USER_3681,TXN_000127,Debit Card,2,2,0.33279671625851115,Bangalore,2025-08-08T05:59:19.620307,1,Shopping,Payment,192.168.51.181,0
USER_5124,TXN_000128,Credit Card,1,8,0.7120707549001408,Chennai,2025-08-08T05:59:19.620307,39,Shopping,Payment,192.168.232.227,0
USER_5150,TXN_000129,UPI,2,6,0.2890017883896897,Mumbai,2025-08-08T05:59:19.620307,36,Shopping,Payment,192.168.239.148,0
USER_8101,TXN_000130,UPI,1,2,0.9726655712669869,Delhi,2025-08-08T05:59:19.620307,9,Shopping,Payment,192.168.201.40,0
USER_2240,TXN_000131,Credit Card,1,8,0.7087582740452446,Bangalore,2025-08-08T05:59:19.620307,3,Shopping,Payment,192.168.242.229,0
USER_4549,TXN_000132,Debit Card,4,19,2.1243825362301205,Chennai,2025-08-08T05:59:19.620307,17,Shopping,Payment,192.168.74.57,1
USER_8982,TXN_000133,Debit Card,2,8,1.161749379523954,Kolkata,2025-08-08T05:59:19.620307,17,Shopping,Payment,192.168.215.229,0
USER_9901,TXN_000134,Credit Card,2,9,1.0053308867640287,Bangalore,2025-08-08T05:59:19.626007,26,Shopping,Payment,192.168.233.109,0
USER_5873,TXN_000135,UPI,1,7,0.8781292140120515,Delhi,2025-08-08T05:59:19.626215,7,Shopping,Payment,192.168.14.79,0
USER_5232,TXN_000136,UPI,2,8,1.459481543231515,Kolkata,2025-08-08T05:59:19.626215,18,Shopping,Payment,192.168.223.222,0
USER_4042,TXN_000137,Debit Card,1,7,0.15181068860168967,Bangalore,2025-08-08T05:59:19.626215,44,Shopping,Payment,192.168.188.45,0
USER_3983,TXN_000138,Debit Card,1,7,0.19149887711851932,Mumbai,2025-08-08T05:59:19.626215,4,Shopping,Payment,192.168.93.214,0
USER_9684,TXN_000139,Debit Card,2,2,0.13416109417915323,Delhi,2025-08-08T05:59:19.626215,34,Shopping,Payment,192.168.158.251,0
USER_4810,TXN_000140,UPI,1,4,0.17375737036812003,Mumbai,2025-08-08T05:59:19.626215,29,Shopping,Payment,192.168.62.245,0
USER_1271,TXN_000141,UPI,1,9,0.5709186493597909,Chennai,2025-08-08T05:59:19.626215,5,Shopping,Payment,192.168.65.222,0
USER_2165,TXN_000142,Debit Card,4,11,3.719989918554089,Kolkata,2025-08-08T05:59:19.626215,25,Shopping,Payment,192.168.176.193,1
USER_3632,TXN_000143,UPI,1,9,1.0515061957702978,Chennai,2025-08-08T05:59:19.626215,37,Shopping,Payment,192.168.61.229,0
USER_5805,TXN_000144,UPI,2,8,0.7543621157498176,Kolkata,2025-08-08T05:59:19.626215,34,Shopping,Payment,192.168.153.199,0
USER_6690,TXN_000145,Credit Card,1,6,0.9508315128304027,Kolkata,2025-08-08T05:59:19.626215,46,Shopping,Payment,192.168.74.107,0
USER_3265,TXN_000146,Credit Card,1,3,1.2566879741115522,Kolkata,2025-08-08T05:59:19.626215,5,Shopping,Payment,192.168.54.47,0
USER_2913,TXN_000147,Credit Card,1,3,1.161533865985728,Mumbai,2025-08-08T05:59:19.626215,24,Shopping,Payment,192.168.3.160,0
USER_5876,TXN_000148,Credit Card,1,9,0.9301159087783843,Kolkata,2025-08-08T05:59:19.629247,34,Shopping,Payment,192.168.11.105,0
USER_2218,TXN_000149,Credit Card,2,9,0.5606719115178194,Mumbai,2025-08-08T05:59:19.629247,5,Shopping,Payment,192.168.139.187,0
USER_8291,TXN_000150,UPI,2,8,1.0740000099896503,Delhi,2025-08-08T05:59:19.629247,18,Shopping,Payment,192.168.198.37,0
USER_4020,TXN_000151,Credit Card,1,1,0.18612383673492908,Kolkata,2025-08-08T05:59:19.629247,32,Shopping,Payment,192.168.62.93,0
USER_2591,TXN_000152,Debit Card,2,1,1.3300819808972213,Bangalore,2025-08-08T05:59:19.629247,16,Shopping,Payment,192.168.168.92,0
USER_2704,TXN_000153,Credit Card,1,9,1.4021264907136342,Chennai,2025-08-08T05:59:19.629247,27,Shopping,Payment,192.168.166.188,0
USER_1556,TXN_000154,Debit Card,1,3,1.3307000723193843,Delhi,2025-08-08T05:59:19.629247,10,Shopping,Payment,192.168.160.107,0
USER_4998,TXN_000155,Debit Card,2,2,1.2649878491408386,Kolkata,2025-08-08T05:59:19.630278,12,Shopping,Payment,192.168.39.194,0
USER_2136,TXN_000156,Credit Card,1,8,0.46372501348982365,Chennai,2025-08-08T05:59:19.630278,24,Shopping,Payment,192.168.109.163,0
USER_6352,TXN_000157,Debit Card,1,5,0.24351361918695094,Chennai,2025-08-08T05:59:19.630278,20,Shopping,Payment,192.168.96.228,0
USER_2040,TXN_000158,Debit Card,1,6,0.5842362797341394,Delhi,2025-08-08T05:59:19.630278,18,Shopping,Payment,192.168.50.14,0
USER_9476,TXN_000159,UPI,1,4,1.1615684743006316,Kolkata,2025-08-08T05:59:19.630278,11,Shopping,Payment,192.168.33.134,0
USER_4356,TXN_000160,Credit Card,1,9,0.32907334966833685,Kolkata,2025-08-08T05:59:19.630278,29,Shopping,Payment,192.168.75.116,0
USER_4155,TXN_000161,Debit Card,1,3,1.4312089871505744,Chennai,2025-08-08T05:59:19.630278,28,Shopping,Payment,192.168.221.21,0
USER_5179,TXN_000162,Debit Card,1,9,0.7192182673332743,Bangalore,2025-08-08T05:59:19.631748,1,Shopping,Payment,192.168.58.124,0
USER_2980,TXN_000163,UPI,2,1,1.012333555526239,Chennai,2025-08-08T05:59:19.631748,18,Shopping,Payment,192.168.15.236,0
USER_2607,TXN_000164,Debit Card,1,1,0.22763028656866835,Bangalore,2025-08-08T05:59:19.631748,46,Shopping,Payment,192.168.50.244,0
USER_1959,TXN_000165,Credit Card,6,17,3.2749264153433213,Mumbai,2025-08-08T05:59:19.631748,30,Shopping,Payment,192.168.206.199,1
USER_2875,TXN_000166,Credit Card,2,9,0.3251556567094661,Kolkata,2025-08-08T05:59:19.631748,2,Shopping,Payment,192.168.88.72,0
USER_4788,TXN_000167,Credit Card,2,5,0.20142564291238244,Delhi,2025-08-08T05:59:19.631748,46,Shopping,Payment,192.168.239.95,0
USER_7154,TXN_000168,Credit Card,1,1,1.433708093254204,Mumbai,2025-08-08T05:59:19.631748,8,Shopping,Payment,192.168.11.214,0
USER_7731,TXN_000169,Credit Card,2,6,0.9654180280453667,Chennai,2025-08-08T05:59:19.631748,33,Shopping,Payment,192.168.202.168,0
USER_9032,TXN_000170,Debit Card,3,8,4.4714006861882005,Mumbai,2025-08-08T05:59:19.631748,13,Shopping,Payment,192.168.116.154,1
USER_8014,TXN_000171,Debit Card,2,2,1.2500170192138131,Delhi,2025-08-08T05:59:19.631748,44,Shopping,Payment,192.168.49.104,0
USER_7082,TXN_000172,UPI,2,9,1.4106971447411658,Mumbai,2025-08-08T05:59:19.631748,12,Shopping,Payment,192.168.8.72,0
USER_4389,TXN_000173,Debit Card,1,7,1.025148165618951,Chennai,2025-08-08T05:59:19.631748,6,Shopping,Payment,192.168.58.22,0
USER_1514,TXN_000174,UPI,1,2,0.18449291758678932,Chennai,2025-08-08T05:59:19.631748,13,Shopping,Payment,192.168.25.45,0
USER_4638,TXN_000175,Debit Card,2,8,1.3205658905623696,Kolkata,2025-08-08T05:59:19.631748,32,Shopping,Payment,192.168.51.44,0
USER_8057,TXN_000176,UPI,2,5,1.4948674824794388,Mumbai,2025-08-08T05:59:19.631748,3,Shopping,Payment,192.168.156.202,0
USER_7236,TXN_000177,Debit Card,1,1,1.276633368787707,Mumbai,2025-08-08T05:59:19.631748,30,Shopping,Payment,192.168.213.159,0
USER_3071,TXN_000178,Credit Card,2,4,0.8067828346502248,Delhi,2025-08-08T05:59:19.631748,32,Shopping,Payment,192.168.105.164,0
USER_6631,TXN_000179,Debit Card,4,11,2.397744170930549,Delhi,2025-08-08T05:59:19.631748,12,Shopping,Payment,192.168.131.237,1
USER_3958,TXN_000180,Credit Card,1,8,0.6674342563200407,Delhi,2025-08-08T05:59:19.634329,44,Shopping,Payment,192.168.14.78,0
USER_5648,TXN_000181,Debit Card,2,8,0.911180859080901,Chennai,2025-08-08T05:59:19.634329,2,Shopping,Payment,192.168.231.70,0
USER_9219,TXN_000182,Debit Card,1,5,0.11264256578137036,Mumbai,2025-08-08T05:59:19.634329,40,Shopping,Payment,192.168.204.184,0
USER_8062,TXN_000183,UPI,1,3,0.7188341232960005,Delhi,2025-08-08T05:59:19.634329,29,Shopping,Payment,192.168.10.76,0
USER_7276,TXN_000184,UPI,2,1,0.45353889490558696,Chennai,2025-08-08T05:59:19.634329,28,Shopping,Payment,192.168.121.107,0
USER_7116,TXN_000185,Credit Card,1,1,1.087539831757085,Chennai,2025-08-08T05:59:19.634329,47,Shopping,Payment,192.168.207.134,0
USER_1956,TXN_000186,Debit Card,2,2,0.2721591319414774,Kolkata,2025-08-08T05:59:19.634329,20,Shopping,Payment,192.168.26.29,0
USER_2058,TXN_000187,Debit Card,1,5,0.22397781791253796,Mumbai,2025-08-08T05:59:19.634329,14,Shopping,Payment,192.168.12.234,0
